specification,retained_2024,countries_2024,china_india_share_2024,denominator_certain_2024,denominator_uncertain_2024,jaccard_vs_primary_q75_2024,overlap_with_primary_count_2024,spearman_deficit_score_vs_primary_2024,draw,w_demand,w_hazard,w_urban_form
dirichlet_0370,769,97,0.3836150845253576,178,591,0.45510204081632655,446,0.9669144438926671,370,0.02595372555813636,0.19442632381714473,0.779619950624719
dirichlet_0371,689,80,0.3439767779390421,223,466,0.5596755504055619,483,0.9511275174114694,371,0.5070795661936885,0.13187379897541343,0.361046634830898
dirichlet_0372,553,76,0.47920433996383366,128,425,0.38443935926773454,336,0.9634732281886602,372,0.2320618249224497,0.6751118535133372,0.09282632156421303
dirichlet_0373,688,87,0.3808139534883721,169,519,0.7025316455696202,555,0.974150373526415,373,0.21385924690841496,0.3689467455238045,0.4171940075677806
dirichlet_0374,668,93,0.3937125748502994,146,522,0.5478971962616822,469,0.971595756452869,374,0.057870748481436786,0.42406531380518014,0.5180639377133831
dirichlet_0375,604,94,0.3990066225165563,134,470,0.5567901234567901,451,0.9700440119187967,375,0.0961102806296937,0.5031379515548529,0.4007517678154534
dirichlet_0376,693,76,0.42712842712842713,209,484,0.5535097813578826,481,0.9714727175055873,376,0.47467876862783304,0.40792493638662847,0.11739629498553854
dirichlet_0377,639,82,0.4131455399061033,154,485,0.6159600997506235,494,0.9743725545697454,377,0.25745287108596243,0.4596305633428518,0.2829165655711859
dirichlet_0378,620,96,0.4064516129032258,123,497,0.5041224970553593,428,0.9683568988618704,378,0.017180014415015165,0.48931881393360366,0.4935011716513812
dirichlet_0379,661,79,0.4341906202723147,175,486,0.5917874396135265,490,0.9744899946097495,379,0.3136704140568521,0.456162833927445,0.23016675201570277
dirichlet_0380,737,91,0.38263229308005425,201,536,0.5698198198198198,506,0.9620960479347804,380,0.25717807718640273,0.16614663754163644,0.5766752852719608
dirichlet_0381,524,81,0.4637404580152672,103,421,0.26040554962646745,244,0.9415301764669955,381,0.04266891682734095,0.9106111547279543,0.046719928444704725
dirichlet_0382,719,71,0.4297635605006954,277,442,0.30798479087452474,324,0.9317533758887241,382,0.8813974712812048,0.023025194933424777,0.0955773337853705
dirichlet_0383,585,81,0.4564102564102564,145,440,0.4441860465116279,382,0.9696039259544658,383,0.25196646166813136,0.5829775030686815,0.16505603526318724
dirichlet_0384,664,80,0.34186746987951805,220,444,0.4826038159371493,430,0.9375994363705729,384,0.5490375960206884,0.018828232329057493,0.4321341716502543
dirichlet_0385,757,96,0.3844121532364597,189,568,0.4355329949238579,429,0.9608514646696794,385,0.10209170255650904,0.10684637658921033,0.7910619208542807
dirichlet_0386,565,86,0.4743362831858407,111,454,0.3917995444191344,344,0.9587866136816144,386,0.04410958473045679,0.6564741512356027,0.29941626403394045
dirichlet_0387,757,98,0.38309114927344784,177,580,0.49946977730646874,471,0.9689864728901725,387,0.06952397500951668,0.23866021206056182,0.6918158129299214
dirichlet_0388,530,86,0.4849056603773585,108,422,0.31305309734513276,283,0.952199009827785,388,0.12276244468356756,0.7880213324579662,0.0892162228584663
dirichlet_0389,754,98,0.3793103448275862,181,573,0.5188374596340151,482,0.9688714393603116,389,0.09663917797838664,0.23559409718595054,0.6677667248356628
dirichlet_0390,743,73,0.41318977119784656,271,472,0.36585365853658536,375,0.9445635651725108,390,0.7486866595638741,0.13405154143417483,0.1172617990019512
dirichlet_0391,713,78,0.41935483870967744,216,497,0.580161476355248,503,0.9709425775570467,391,0.4647675216246551,0.380322053546316,0.15491042482902892
dirichlet_0392,721,75,0.40499306518723993,231,490,0.5448430493273543,486,0.9650222121889812,392,0.5312756612878384,0.30368667728630105,0.1650376614258605
dirichlet_0393,722,73,0.4002770083102493,261,461,0.379,379,0.9436013360765136,393,0.7373826622565545,0.12110866835811356,0.14150866938533205
dirichlet_0394,667,84,0.36731634182908546,200,467,0.4727474972191324,425,0.9406748441479438,394,0.4105916564223974,8.94827486320129e-05,0.5893188608289706
dirichlet_0395,675,72,0.3851851851851852,258,417,0.3440968718466196,341,0.9315062430501942,395,0.808939778147695,0.012827200426553727,0.1782330214257512
dirichlet_0396,734,71,0.43460490463215257,245,489,0.417940876656473,410,0.9616474280381889,396,0.6377850336531261,0.30818146525904583,0.05403350108782815
dirichlet_0397,646,88,0.39473684210526316,148,498,0.6206467661691543,499,0.9729387974746754,397,0.13174244272802152,0.4424690224473155,0.425788534824663
dirichlet_0398,585,87,0.4717948717948718,134,451,0.422680412371134,369,0.9664941004016757,398,0.19073048905655138,0.6118579765027302,0.19741153444071832
dirichlet_0399,591,83,0.4653130287648054,139,452,0.43283582089552236,377,0.9677766409857224,399,0.217029251724401,0.6019642965253973,0.1810064517502016
dirichlet_0400,691,77,0.34008683068017365,228,463,0.5388127853881278,472,0.9506782649157124,400,0.5549233623060814,0.14207439573428823,0.30300224195963055
dirichlet_0401,668,79,0.344311377245509,229,439,0.47058823529411764,424,0.9367857269425971,401,0.5806990920541992,0.020013314514873877,0.39928759343092685
dirichlet_0402,624,74,0.4599358974358974,170,454,0.4623287671232877,405,0.9725062849838525,402,0.43859525946995687,0.5216180612448548,0.039786679285188434
dirichlet_0403,546,80,0.46703296703296704,120,426,0.36394557823129253,321,0.9607312404283163,403,0.17164812935715398,0.6888099097544362,0.13954196088840967
dirichlet_0404,705,90,0.36312056737588655,177,528,0.6982543640897756,560,0.9718788509534485,404,0.23762197076372793,0.30153532851350084,0.4608427007227713
dirichlet_0405,714,97,0.38935574229691877,152,562,0.49836065573770494,456,0.9713218217595055,405,0.021779015722334073,0.35353163568275553,0.6246893485949104
dirichlet_0406,594,91,0.4663299663299663,128,466,0.4199772985244041,370,0.9642182943137751,406,0.1356654102996132,0.622211112964758,0.24212347673562884
dirichlet_0407,674,83,0.3560830860534125,208,466,0.483835005574136,434,0.9413106650718689,407,0.44548798894748903,0.020103704467114823,0.5344083065853962
dirichlet_0408,728,80,0.38873626373626374,221,507,0.6067285382830626,523,0.9666109555240066,408,0.4813577466729433,0.30205652563934343,0.21658572768771336
dirichlet_0409,603,87,0.4527363184079602,133,470,0.4858490566037736,412,0.968584740908744,409,0.1575415364717529,0.5634152347166802,0.27904322881156696
dirichlet_0410,688,83,0.3546511627906977,211,477,0.5675990675990676,487,0.9530236401134,410,0.4106173006245264,0.11964608713443399,0.4697366122410397
dirichlet_0411,637,84,0.4175824175824176,149,488,0.5877300613496933,479,0.9736929606423463,411,0.236207403231616,0.48162351730679565,0.2821690794615883
dirichlet_0412,751,96,0.38348868175765644,189,562,0.3858267716535433,392,0.9564678690284418,412,0.054885475344297684,0.023136608720216698,0.9219779159354856
dirichlet_0413,692,88,0.3815028901734104,167,525,0.6947236180904522,553,0.9741146986700336,413,0.20306778959331734,0.3697712166799589,0.4271609937267238
dirichlet_0414,716,90,0.3743016759776536,178,538,0.660217654171705,546,0.9707076122205,414,0.2183341330555037,0.2765461829111108,0.5051196840333855
dirichlet_0415,648,73,0.4351851851851852,191,457,0.49827784156142363,434,0.9722523016491923,415,0.47697535549654474,0.4672416553699059,0.055782989133549274
dirichlet_0416,683,85,0.3733528550512445,200,483,0.5022421524663677,448,0.9463427320661278,416,0.3836147878673191,0.045871598745589846,0.5705136133870911
dirichlet_0417,664,84,0.40813253012048195,169,495,0.6616352201257861,526,0.9747121309753358,417,0.2907344258199532,0.43060614380942003,0.2786594303706268
dirichlet_0418,698,79,0.35673352435530087,207,491,0.6504263093788063,534,0.9639521709296243,418,0.46796740972276446,0.25749113933379575,0.27454145094343996
dirichlet_0419,651,71,0.44393241167434716,193,458,0.4746335963923337,421,0.9718005989480075,419,0.49746258991522574,0.4685483188936407,0.03398909119113368
dirichlet_0420,732,91,0.38114754098360654,196,536,0.6095017381228274,526,0.9652895055051136,420,0.26462000377057304,0.20629387691126447,0.5290861193181625
dirichlet_0421,684,79,0.34210526315789475,228,456,0.5360824742268041,468,0.9492701380684816,421,0.54530061480614,0.12561876628282503,0.3290806189110351
dirichlet_0422,679,81,0.3446244477172312,214,465,0.5391705069124424,468,0.9484525671965724,422,0.46091139308667456,0.09238224824374004,0.44670635866958525
dirichlet_0423,556,76,0.4748201438848921,126,430,0.384703196347032,337,0.9631390921681069,423,0.20992596137478955,0.6707491479125305,0.11932489071267992
dirichlet_0424,695,84,0.38273381294964026,187,508,0.6963613550815558,555,0.9732418231935406,424,0.3636831460202188,0.3766170441682115,0.25969980981156965
dirichlet_0425,756,96,0.38095238095238093,180,576,0.4017857142857143,405,0.9600027359595427,425,0.041173965014025246,0.07405331632605744,0.8847727186599174
dirichlet_0426,623,82,0.44141252006420545,149,474,0.5165876777251185,436,0.9723508015872283,426,0.24789064088401142,0.5246680001414095,0.22744135897457912
dirichlet_0427,521,80,0.4779270633397313,102,419,0.2888402625820569,264,0.9482808140951082,427,0.07979061484405738,0.8230930717737095,0.09711631338223316
dirichlet_0428,710,83,0.3492957746478873,208,502,0.6509661835748792,539,0.96014067118174,428,0.42097058574262664,0.1949971290661398,0.3840322851912336
dirichlet_0429,685,84,0.3635036496350365,206,479,0.5095613048368954,453,0.9466512949342284,429,0.4000229894521687,0.05494784528736409,0.5450291652604673
dirichlet_0430,714,72,0.4117647058823529,263,451,0.34411764705882353,351,0.9371518149990093,430,0.7922748317074711,0.06621078639172602,0.14151438190080287
dirichlet_0431,640,80,0.440625,169,471,0.544047619047619,457,0.9739141842709378,431,0.32548873721636773,0.4904028036313275,0.18410845915230487
dirichlet_0432,717,73,0.400278940027894,253,464,0.4077868852459016,398,0.948688518825722,432,0.6857455611793972,0.16137447971048843,0.15287995911011423
dirichlet_0433,520,80,0.47692307692307695,102,418,0.2863387978142076,262,0.9480592099245579,433,0.07802672730420447,0.8255189089598682,0.09645436373592728
dirichlet_0434,740,73,0.41216216216216217,269,471,0.3669275929549902,375,0.9443600911305763,434,0.7486009463313859,0.1318860746460793,0.11951297902253491
dirichlet_0435,635,79,0.44724409448818897,169,466,0.5146541617819461,439,0.9734093777305972,435,0.3578698822214412,0.5085388519764534,0.1335912658021054
dirichlet_0436,764,97,0.38089005235602097,170,594,0.45445240532241554,444,0.9681249301875549,436,0.0072402435124651904,0.2228323364363128,0.769927420051222
dirichlet_0437,526,85,0.4790874524714829,106,420,0.3232662192393736,289,0.9538825036089673,437,0.1253063875083771,0.7645209078457847,0.11017270464583812
dirichlet_0438,565,77,0.4761061946902655,135,430,0.4013761467889908,350,0.9660548838978084,438,0.25026582816514437,0.6423781487386357,0.10735602309621996
dirichlet_0439,531,86,0.480225988700565,107,424,0.33934611048478014,301,0.9546948693465481,439,0.10086175835825426,0.7401645053422196,0.15897373629952619
dirichlet_0440,606,84,0.4537953795379538,134,472,0.4823943661971831,411,0.9693945001010054,440,0.1801563412757194,0.5591203453036063,0.26072331342067423
dirichlet_0441,627,85,0.39074960127591707,144,483,0.6315120711562897,497,0.9737070624377778,441,0.20378193291157926,0.4650765377248446,0.3311415293635762
dirichlet_0442,728,72,0.4065934065934066,253,475,0.40752032520325204,401,0.9514988946588597,442,0.680076377214725,0.19091562017505462,0.1290080026102205
dirichlet_0443,727,89,0.3920220082530949,200,527,0.5429208472686734,487,0.9577260610151492,443,0.2914209907951532,0.12818529656468342,0.5803937126401635
dirichlet_0444,755,72,0.4503311258278146,281,474,0.3358561967833491,355,0.947238379904646,444,0.7780860242836444,0.17165101980313846,0.050262955913217215
dirichlet_0445,766,98,0.37989556135770236,180,586,0.4730848861283644,457,0.9671081268569558,445,0.052385654904693935,0.19963126179654536,0.7479830832987606
dirichlet_0446,750,93,0.38533333333333336,197,553,0.47794117647058826,455,0.960270325527449,446,0.16334658305581612,0.11720968101396105,0.7194437359302228
dirichlet_0447,636,84,0.42138364779874216,149,487,0.5787545787545788,474,0.9736412287352672,447,0.24056094121459692,0.48518433024687907,0.27425472853852406
dirichlet_0448,672,80,0.3392857142857143,213,459,0.5275862068965518,459,0.9461251865319973,448,0.48217734205678653,0.07751114835485316,0.44031150958836024
dirichlet_0449,670,80,0.3417910447761194,218,452,0.5079545454545454,447,0.9413701191581552,449,0.5099653763318752,0.04212361574371777,0.4479110079244071
dirichlet_0450,675,81,0.3511111111111111,217,458,0.4916013437849944,439,0.9407947601708555,450,0.4661009025577619,0.02244142024750216,0.511457677194736
dirichlet_0451,674,78,0.42729970326409494,188,486,0.5864123957091776,492,0.9734920794959878,451,0.4018886143468061,0.4262602800210173,0.17185110563217662
dirichlet_0452,653,71,0.44104134762633995,194,459,0.4785553047404063,424,0.971619192329319,452,0.5033701300200449,0.46198842119787126,0.03464144878208387
dirichlet_0453,530,79,0.47358490566037736,106,424,0.27360515021459225,255,0.9458105258685673,453,0.09336161160684317,0.8710428927536101,0.03559549563954666
dirichlet_0454,625,74,0.4576,167,458,0.46514285714285714,407,0.9725041026113529,454,0.42338901123806993,0.5291615771857134,0.04744941157621649
dirichlet_0455,524,77,0.4904580152671756,106,418,0.28789531079607417,264,0.948707786441,455,0.13972552211977607,0.8530270448536532,0.007247433026570614
dirichlet_0456,724,94,0.3812154696132597,185,539,0.617096018735363,527,0.9674600335548313,456,0.23224610546932425,0.22770969186402815,0.5400442026666475
dirichlet_0457,754,98,0.3819628647214854,182,572,0.5123258306538049,478,0.9685902769386199,457,0.09313479098631157,0.23006962985130927,0.6767955791623791
dirichlet_0458,708,75,0.4307909604519774,220,488,0.5302690582959642,473,0.9695977212401737,458,0.5120799265995648,0.38242751949718845,0.10549255390324676
dirichlet_0459,653,85,0.38437978560490044,166,487,0.6990920881971465,539,0.9747258111668373,459,0.27519381404713744,0.4150975677075629,0.30970861824529955
dirichlet_0460,618,82,0.44983818770226536,143,475,0.5106635071090048,431,0.9713962265747278,460,0.21428046620874128,0.5342967478909428,0.25142278590031575
dirichlet_0461,700,86,0.39,198,502,0.4912087912087912,447,0.9475601102251289,461,0.3330558316195265,0.03793733718274633,0.6290068311977273
dirichlet_0462,717,76,0.3793584379358438,252,465,0.4372384937238494,418,0.9472461442329719,462,0.664908956274091,0.1401129622791062,0.19497808144680293
dirichlet_0463,714,87,0.38795518207282914,192,522,0.4507936507936508,426,0.9467545421160887,463,0.2841359615195991,0.00687925084270179,0.7089847876376992
dirichlet_0464,685,79,0.3416058394160584,243,442,0.4779735682819383,434,0.9401336263576365,464,0.6233697430444731,0.06089124669136513,0.31573901026416185
dirichlet_0465,563,88,0.44760213143872113,109,454,0.4269005847953216,365,0.961191086630785,465,0.055876385914170656,0.6284212759972019,0.3157023380886275
dirichlet_0466,768,96,0.3815104166666667,174,594,0.44523326572008115,439,0.9658331436727372,466,0.021731615592662866,0.1721137412663116,0.8061546431410256
dirichlet_0467,700,83,0.35285714285714287,201,499,0.7069182389937106,562,0.9647189690727883,467,0.4142374410552286,0.24553402946376557,0.3402285294810058
dirichlet_0468,682,78,0.34310850439882695,209,473,0.625,515,0.9587633425603846,468,0.4652997233078434,0.19548112616776758,0.339219150524389
dirichlet_0469,660,95,0.3924242424242424,142,518,0.5421545667447307,463,0.9709519670745451,469,0.044929002468174196,0.4380801229296003,0.5169908746022256
dirichlet_0470,530,82,0.49245283018867925,101,429,0.3174250832408435,286,0.9501635718139462,470,0.03424795029910555,0.7703946969773778,0.1953573527235165
dirichlet_0471,556,89,0.4892086330935252,104,452,0.3553072625698324,318,0.9540178164698594,471,0.012970020296273742,0.7069069622441637,0.28012301745956264
dirichlet_0472,744,96,0.3870967741935484,189,555,0.4108761329305136,408,0.9562994697615185,472,0.1101336307771269,0.0448026083666125,0.8450637608562606
dirichlet_0473,535,76,0.497196261682243,118,417,0.3408323959505062,303,0.9576170477065897,473,0.21628558678885243,0.7565459397615798,0.027168473449567954
dirichlet_0474,529,79,0.4952741020793951,109,420,0.3032967032967033,276,0.9512454636516005,474,0.1395127138785137,0.812168647471882,0.04831863864960417
dirichlet_0475,694,90,0.3818443804034582,163,531,0.6277108433734939,521,0.9734959236905107,475,0.14803729592812997,0.36094364275384,0.49101906131802986
dirichlet_0476,571,91,0.4273204903677758,111,460,0.46190476190476193,388,0.9629919327392847,476,0.006347067573770518,0.5784976925835832,0.41515523984264624
dirichlet_0477,681,77,0.4287812041116006,200,481,0.5594405594405595,480,0.972471436391933,477,0.44853156336352784,0.4241423932234321,0.1273260434130401
dirichlet_0478,752,71,0.4507978723404255,283,469,0.3292452830188679,349,0.9448285600248754,478,0.7958138853454517,0.14854219320389234,0.05564392145065592
dirichlet_0479,629,73,0.45310015898251194,180,449,0.45310734463276836,401,0.9720244067186229,479,0.48412685786259985,0.5061947259764319,0.009678416160968392
dirichlet_0480,526,85,0.48098859315589354,105,421,0.3232662192393736,289,0.9536755124106959,480,0.12276049833022376,0.7662007725770554,0.11103872909272076
dirichlet_0481,756,74,0.43915343915343913,275,481,0.35865384615384616,373,0.9503887502040079,481,0.737545674230408,0.19707818185006248,0.06537614391952952
dirichlet_0482,535,85,0.48785046728971965,109,426,0.3098901098901099,282,0.9520262841962022,482,0.13724848363181877,0.7988122837441215,0.06393923262405968
dirichlet_0483,680,78,0.3426470588235294,210,470,0.6285018270401949,516,0.9589080865644526,483,0.45748824516886116,0.19428655019474986,0.3482252046363889
dirichlet_0484,679,73,0.37260677466863035,256,423,0.37874097007223945,367,0.9350082466096533,484,0.7372765141502867,0.03601902874123863,0.22670445710847462
dirichlet_0485,753,95,0.3837981407702523,180,573,0.444672131147541,434,0.9627298887923128,485,0.08832592914825745,0.13082031218029896,0.7808537586714436
dirichlet_0486,528,79,0.4715909090909091,105,423,0.27009646302250806,252,0.9445758075910501,486,0.09172727008251598,0.890969804022332,0.01730292589515213
dirichlet_0487,593,76,0.463743676222597,152,441,0.4723203769140165,401,0.9719868261486984,487,0.3234776351570684,0.5512777456783668,0.12524461916456484
dirichlet_0488,608,77,0.4605263157894737,158,450,0.47264260768335276,406,0.9723604382737957,488,0.34941861623869497,0.5439209953274334,0.10666038843387161
dirichlet_0489,605,84,0.43305785123966944,135,470,0.5334143377885784,439,0.9712378396481921,489,0.18566975775745104,0.5253993935169722,0.28893084872557667
dirichlet_0490,665,84,0.38646616541353385,174,491,0.7058064516129032,547,0.9745838685007975,490,0.29547219050656165,0.40347850834457166,0.3010493011488667
dirichlet_0491,637,93,0.4065934065934066,139,498,0.5819070904645477,476,0.9714021798599428,491,0.08321497655436762,0.45803388452202703,0.45875113892360536
dirichlet_0492,683,80,0.34553440702781846,218,465,0.5563298490127758,479,0.9499788198968395,492,0.4893296799277317,0.11553960848721112,0.3951307115850572
dirichlet_0493,707,86,0.3649222065063649,200,507,0.7375796178343949,579,0.9671503530827917,493,0.39957144744220596,0.2723441310593637,0.3280844214984302
dirichlet_0494,719,76,0.4089012517385257,218,501,0.5761741122565864,503,0.9682945171995762,494,0.4938379171563302,0.3392220289604386,0.16694005388323116
dirichlet_0495,681,85,0.3832599118942731,179,502,0.7331606217616581,566,0.9742866258922943,495,0.30982407972800646,0.3903124853310849,0.2998634349409088
dirichlet_0496,658,78,0.3434650455927052,239,419,0.42779587404994573,394,0.9338097886618436,496,0.6467914441143774,0.008250650985264688,0.344957904900358
dirichlet_0497,688,73,0.375,258,430,0.3823227132579651,372,0.9370762429414897,497,0.7289696337104141,0.05448704017875634,0.21654332611082963
dirichlet_0498,694,77,0.34870317002881845,219,475,0.5894117647058823,501,0.9570472925871824,498,0.5046166996967302,0.19075979440745242,0.3046235058958174
dirichlet_0499,558,88,0.4390681003584229,108,450,0.4395734597156398,371,0.9617046994620695,499,0.03362394884316568,0.6106535710664335,0.35572248009040086
dirichlet_0500,669,95,0.39162929745889385,143,526,0.5365005793742758,463,0.9712277034051786,500,0.0433831059637708,0.4243688787485878,0.5322480152876414
dirichlet_0501,649,84,0.38058551617873654,154,495,0.6808236808236808,529,0.9743836982040801,501,0.20147276164930852,0.4175466062545428,0.3809806320961487
dirichlet_0502,751,69,0.47270306258322237,292,459,0.27075812274368233,300,0.9357198008996576,502,0.9251859971264788,0.06949811576923319,0.00531588710428798
dirichlet_0503,749,89,0.39118825100133514,201,548,0.48,456,0.9526559530640484,503,0.2500168308829395,0.058206875412788156,0.6917762937042722
dirichlet_0504,698,73,0.3839541547277937,258,440,0.38689866939611056,378,0.9384971888142922,504,0.7326642410284006,0.06873889616360898,0.1985968628079905
dirichlet_0505,602,85,0.4418604651162791,132,470,0.5114045618247299,426,0.9700999316476538,505,0.17113693347468992,0.5418700772942022,0.28699298923110783
dirichlet_0506,754,69,0.46684350132625996,293,461,0.28506375227686703,313,0.9370910150158207,506,0.8947018577730089,0.08089258080879981,0.02440556141819138
dirichlet_0507,704,88,0.36363636363636365,182,522,0.7381864623243933,578,0.9707502078671766,507,0.2844197263941613,0.28936648875027604,0.4262137848555627
dirichlet_0508,697,78,0.3586800573888092,213,484,0.5985832349468713,507,0.9594554804247234,508,0.4992008573822394,0.2154542382815499,0.28534490433621074
dirichlet_0509,711,85,0.35724331926863573,201,510,0.686806411837238,557,0.9644335281450948,509,0.3506893308345741,0.22029825870055808,0.4290124104648677
dirichlet_0510,529,80,0.47448015122873344,105,424,0.27116827438370844,253,0.9451371689236148,510,0.08094000551660072,0.8741394344461937,0.044920560037205515
dirichlet_0511,738,71,0.4281842818428184,278,460,0.3349282296650718,350,0.9412904441005366,511,0.8045599425846266,0.11139679733441425,0.08404326008095922
dirichlet_0512,728,96,0.37225274725274726,176,552,0.5614430665163472,498,0.9715570994134533,512,0.1203426607856919,0.2951994057363113,0.5844579334779967
dirichlet_0513,751,96,0.3821571238348868,184,567,0.391304347826087,396,0.9582399061578172,513,0.03592123462043502,0.04352572547679487,0.92055303990277
dirichlet_0514,715,77,0.3734265734265734,222,493,0.5806451612903226,504,0.9609418314866789,514,0.5200302136719867,0.24139243735884866,0.2385773489691647
dirichlet_0515,765,98,0.37777777777777777,172,593,0.46296296296296297,450,0.9685726438700374,515,0.022070521085864773,0.23265599439612344,0.7452734845180119
dirichlet_0516,723,76,0.40525587828492393,222,501,0.5699658703071673,501,0.9674083638164945,516,0.5034690741175976,0.32841551972309524,0.16811540615930706
dirichlet_0517,756,91,0.38756613756613756,205,551,0.48580441640378547,462,0.956161695783457,517,0.21775824764675097,0.08554895601850124,0.6966927963347478
dirichlet_0518,619,92,0.40226171243941844,136,483,0.5870646766169154,472,0.9714063681246325,518,0.0961289786510487,0.4683267944930131,0.4355442268559383
dirichlet_0519,713,86,0.37307152875175315,191,522,0.8050065876152833,611,0.9708461746624952,519,0.32332036648411433,0.30215288642859783,0.3745267470872879
dirichlet_0520,711,77,0.36427566807313644,251,460,0.45068928950159065,425,0.9461214265310236,520,0.6523836472129915,0.12518635128949113,0.22243000149751754
dirichlet_0521,728,96,0.36813186813186816,177,551,0.5667420814479638,501,0.9713400964787648,521,0.12559924036664158,0.288582676403057,0.5858180832303014
dirichlet_0522,714,72,0.41596638655462187,269,445,0.33106796116504855,341,0.9361641652250371,522,0.8225257518662727,0.06086561581570459,0.11660863231802256
dirichlet_0523,698,79,0.3553008595988539,210,488,0.6384522370012092,528,0.961920306386373,523,0.47726817579655817,0.23578988017698893,0.28694194402645284
dirichlet_0524,730,86,0.3835616438356164,199,531,0.5707814269535674,504,0.960663238486226,524,0.2838834591131956,0.15771719559660127,0.5583993452902031
dirichlet_0525,745,91,0.3838926174496644,197,548,0.5206073752711496,480,0.9589553736319321,525,0.2379079827235327,0.12467283626731623,0.637419181009151
dirichlet_0526,700,90,0.36857142857142855,172,528,0.7133838383838383,565,0.9726660159390071,526,0.23459757963605085,0.31876769912983516,0.446634721234114
dirichlet_0527,714,80,0.3949579831932773,216,498,0.6244075829383886,527,0.969080067859386,527,0.4534429335973948,0.3297258649415135,0.21683120146109172
dirichlet_0528,677,73,0.37813884785819796,259,418,0.3682051282051282,359,0.9330229936608319,528,0.7648822745966054,0.021478376877429015,0.2136393485259656
dirichlet_0529,517,80,0.4526112185686654,99,418,0.24893617021276596,234,0.9387575380107451,529,0.016511867107121866,0.9427459558536125,0.040742177039265644
dirichlet_0530,742,73,0.408355795148248,260,482,0.43193449334698053,422,0.954514438849592,530,0.6568130938775706,0.21823871092881317,0.12494819519361634
dirichlet_0531,725,72,0.4068965517241379,262,463,0.38615847542627885,385,0.9469063137086202,531,0.7137639661121821,0.15013070457627012,0.13610532931154795
dirichlet_0532,557,86,0.4829443447037702,113,444,0.37175141242937854,329,0.9586577833294366,532,0.07019952362591259,0.6704289746908783,0.2593715016832091
dirichlet_0533,563,86,0.47424511545293074,117,446,0.3738738738738739,332,0.9595472552026793,533,0.09805901641500055,0.6711293831061943,0.23081160047880525
dirichlet_0534,527,79,0.5009487666034156,112,415,0.31263858093126384,282,0.952863073898643,534,0.17039675052315076,0.8049465397587665,0.024656709718082863
dirichlet_0535,595,73,0.4722689075630252,150,445,0.454123112659698,391,0.9716164542069164,535,0.3487206244858868,0.56362311005804,0.08765626545607322
dirichlet_0536,526,81,0.46577946768060835,102,424,0.26254002134471716,246,0.9428752819581209,536,0.07773906703495238,0.9111511718690065,0.011109761096041367
dirichlet_0537,741,93,0.3900134952766532,191,550,0.4367934224049332,425,0.9551022057676278,537,0.1567990391655541,0.04837359877687967,0.7948273620575661
dirichlet_0538,746,96,0.38337801608579086,185,561,0.37549019607843137,383,0.9560176600923525,538,0.034495857882999734,0.006209202768335736,0.9592949393486646
dirichlet_0539,710,69,0.45211267605633804,231,479,0.41804979253112035,403,0.9656232446845456,539,0.6171472485270515,0.36872952405302106,0.014123227419927562
dirichlet_0540,749,92,0.38451268357810414,199,550,0.5069667738478028,473,0.9584258793524884,540,0.2305696191760313,0.1162512034152463,0.6531791774087224
dirichlet_0541,754,91,0.38726790450928383,202,552,0.4883966244725738,463,0.9565174877056148,541,0.21480620002244344,0.08862077377133588,0.6965730262062206
dirichlet_0542,701,77,0.35235378031383735,236,465,0.5005524861878453,453,0.9480107580065058,542,0.6046635956970652,0.13064500454028996,0.2646913997626449
dirichlet_0543,677,96,0.38404726735598227,147,530,0.5210946408209807,457,0.9709476254415003,543,0.023572013806748608,0.4124303924064288,0.5639975937868225
dirichlet_0544,750,92,0.392,200,550,0.4357142857142857,427,0.9535414962673656,544,0.18402183545808742,0.04030036821696149,0.775677796324951
dirichlet_0545,547,80,0.46617915904936014,119,428,0.36045197740112994,319,0.9603275364253878,545,0.1649727296750417,0.6915300988221383,0.14349717150282
dirichlet_0546,687,89,0.3799126637554585,162,525,0.6613102595797281,535,0.9739932530303116,546,0.17907698131588676,0.3734369429806933,0.4474860757034198
dirichlet_0547,645,76,0.4418604651162791,180,465,0.5245901639344263,448,0.9734840538173554,547,0.4051611011162785,0.47962589312746223,0.11521300575625917
dirichlet_0548,760,98,0.3815789473684211,182,578,0.4947257383966245,469,0.9675233841878419,548,0.08267789419854474,0.20925033768864013,0.708071768112815
dirichlet_0549,675,83,0.3540740740740741,206,469,0.494949494949495,441,0.9429739842586347,549,0.4343691517113448,0.03205705404544126,0.5335737942432139
dirichlet_0550,667,79,0.4197901049475262,184,483,0.6087484811664642,501,0.9744108269924115,550,0.34141398571420606,0.43454791200731285,0.22403810227848114
dirichlet_0551,760,94,0.38421052631578945,174,586,0.4298688193743693,426,0.9640223171296213,551,0.026595267879386784,0.1385665591011619,0.8348381730194513
dirichlet_0552,687,83,0.38573508005822416,191,496,0.6654275092936803,537,0.9731458986600822,552,0.3802756117094964,0.3846238560031135,0.23510053228739003
dirichlet_0553,722,72,0.4085872576177285,258,464,0.3943377148634985,390,0.9473217153563499,553,0.7053463750987334,0.15226829195312008,0.14238533294814637
dirichlet_0554,645,93,0.4015503875968992,140,505,0.572463768115942,474,0.9718690221799628,554,0.08228313524662602,0.43984122978582235,0.4778756349675516
dirichlet_0555,701,93,0.3880171184022825,156,545,0.5414301929625426,477,0.9721681568683717,555,0.061719132167002325,0.37419761427475406,0.5640832535582435
